train/causal_eval_ratio,train/rewards/format_reward,train/cuda_max_memory_allocated_gb,_step,train/all_wrong,train/completion_length,train/temporal_rewards,train/reward,_runtime,train/kl,train/causal_reward_std,train/step_compute_time_sec,train/causal_reward_mean,train/loss,train/grad_norm,train/all_correct,train/learning_rate,train/epoch,train/rewards/accuracy_reward,train/causal_reward_max,_timestamp,train/reward_std,train/global_step
1.0,1.0,84.60787582397461,10,0.0,252.25,1.0,3.455289840698242,845.748603077,0.0011793851153925061,3.4034295082092285,66.37606794806197,7.25,0.0,3.1681467686991636,0.6666666666666666,9.938441702975689e-07,0.0040145985401459855,0.75,10.0,1776499266.4580476,1.0692209005355835,11
0.0,1.0,84.44465780258179,11,0.3333333333333333,247.5,1.0,2.6949870586395264,924.64578854,0.0011636841809377074,0.0,72.40294260089286,0.0,0.0,2.6397307033920265,0.3333333333333333,9.925546630773868e-07,0.004379562043795621,0.5,0.0,1776499345.355273,0.7924951314926147,12
1.0,1.0,85.12662029266357,12,0.0,261.8333435058594,1.0,3.1805503368377686,999.344806384,0.0015116850845515728,1.1862314939498901,68.24214507406577,2.2890625,0.0001,4.58823743605843,0.6666666666666666,9.911436253643443e-07,0.004744525547445255,0.75,3.5,1776499420.0542922,1.5772929191589355,13
0.75,1.0,84.44420909881592,13,0.0,247.1666717529297,1.0,2.6639182567596436,1074.501987203,0.0018212329596281052,1.327420949935913,68.69631518982351,1.07208251953125,0.0001,4.952379674262254,0.3333333333333333,9.89611405310883e-07,0.0051094890510948905,0.6666666865348816,2.75,1776499495.2115235,1.1880226135253906,14
0.5,1.0,84.73936653137207,14,0.0,238.25,0.6666666865348816,6.008334159851074,1145.333639311,0.00260175671428442,4.349329471588135,64.37287572096102,3.75,0.0001,2.651192239170625,0.6666666666666666,9.879583809693736e-07,0.005474452554744526,0.8333333730697632,8.0,1776499566.0431554,0.949999988079071,15
0.5,1.0,84.60642290115356,15,0.0,245.33334350585938,1.0,3.225651264190674,1216.788882201,0.002621603198349476,2.358110189437866,65.0110166890081,1.630859375,0.0001,3.7299886422105604,0.3333333333333333,9.861849601988383e-07,0.00583941605839416,0.75,5.0,1776499637.4983568,2.0130577087402344,16
1.0,1.0,84.7243971824646,16,0.0,230.1666717529297,1.0,5.044270992279053,1287.208720078,0.002555121900513768,3.6969776153564453,63.994573884876445,5.015625,0.0001,5.030074145116454,0.6666666666666666,9.842915805643156e-07,0.0062043795620437955,0.8333333730697632,10.0,1776499707.9181314,1.9841835498809814,17
0.5,1.0,85.01730155944824,17,0.3333333333333333,252.75,0.6666666865348816,1.9346355199813843,1362.226426709,0.0036168040242046118,1.3184621334075928,68.57287055882625,1.12890625,0.0001,3.140457961064401,0.0,9.82278709228899e-07,0.006569343065693431,0.3333333432674408,2.5,1776499782.9359658,1.12471604347229,18
1.0,1.0,84.27979278564453,18,0.0,253.25,1.0,3.1778039932250977,1441.072766429,0.003495600773021579,1.420987606048584,72.3851312911138,2.953125,0.0001,3.4731886405483645,1.0,9.801468428384716e-07,0.006934306569343066,1.0,4.5,1776499861.7822478,0.6846795082092285,19
0.0,1.0,85.29560899734497,19,0.3333333333333333,305.5833435058594,1.0,3.2964847087860107,1529.811812959,0.003308788873255253,0.0,82.25491796596907,0.0,0.0001,4.826905161471075,0.6666666666666666,9.77896507399165e-07,0.0072992700729927005,0.6666666865348816,0.0,1776499950.5212371,0.7432142496109009,20
1.0,1.0,84.74826908111572,20,0.0,292.25,0.6666666865348816,2.8250815868377686,1608.09202118,0.0037987371906638145,1.317105770111084,71.79955703602172,2.09033203125,0.0002,3.434709907212549,0.3333333333333333,9.755282581475767e-07,0.007664233576642336,0.75,3.5,1776500028.8014638,1.232604742050171,21
0.75,1.0,84.7248477935791,21,0.0,251.25,1.0,2.984236717224121,1680.521173927,0.0057241059839725494,1.1156845092773438,65.99052991089411,0.87548828125,0.0002,5.189742414523904,0.3333333333333333,9.730426794137726e-07,0.008029197080291971,0.75,2.5,1776500101.2306845,1.627699613571167,22
1.0,1.0,85.34783935546875,22,0.0,286.25,1.0,4.115226745605469,1758.707315674,0.004266562405973673,3.6499314308166504,71.71435815491714,2.762451171875,0.0002,2.896204183152065,0.6666666666666666,9.704403844771127e-07,0.008394160583941606,0.9166666865348816,8.0,1776500179.416744,1.8123692274093628,23
1.0,1.0,84.10683155059814,23,0.0,262.8333435058594,0.6666666865348816,3.813493251800537,1835.372805187,0.004566009622067213,3.037954330444336,70.19385373592377,7.375,0.0002,6.5798310279911405,0.6666666666666666,9.677220154149337e-07,0.008759124087591242,0.75,10.0,1776500256.0822039,1.1782619953155518,24
1.0,1.0,84.16875743865967,24,0.0,217.1666717529297,0.3333333432674408,3.021549701690674,1906.848005074,0.006024165078997612,0.4576984941959381,65.05666855117306,1.654296875,0.0002,4.7483984904945675,0.3333333333333333,9.648882429441256e-07,0.009124087591240875,0.75,2.015625,1776500327.557523,1.1607085466384888,25
1.0,1.0,85.21802139282227,25,0.0,262.0,1.0,3.656477928161621,1984.530053476,0.007851989939808846,1.041224479675293,71.20174482697621,1.1787109375,0.0003,3.3610975943718753,0.6666666666666666,9.619397662556433e-07,0.00948905109489051,0.8333333730697632,2.5,1776500405.2394698,1.2747505903244019,26
0.5,1.0,84.4619140625,26,0.0,241.83334350585938,0.6666666865348816,2.728776454925537,2052.205773335,0.006581506691873074,0.9700407385826111,61.23145032604225,0.76953125,0.0003,5.961671686294097,0.3333333333333333,9.588773128419905e-07,0.009854014598540146,0.6666666865348816,2.015625,1776500472.9153173,1.407597303390503,27
0.25,1.0,85.24308919906616,27,0.0,270.16668701171875,0.6666666865348816,2.3148956298828125,2130.429597357,0.0048057991079986095,2.0,71.75634483899921,1.0,0.0002,3.0047654590584822,0.3333333333333333,9.557016383177225e-07,0.010218978102189781,0.5833333730697632,4.0,1776500551.1391754,1.3046112060546875,28
1.0,1.0,85.01629638671875,28,0.0,287.41668701171875,0.6666666865348816,3.934831142425537,2207.222917968,0.006953537464141846,1.0404298305511475,70.2988299059216,2.568359375,0.0003,2.607585483608072,0.6666666666666666,9.524135262330098e-07,0.010583941605839416,0.9166666865348816,4.0,1776500627.932336,1.2539297342300415,29
0.75,1.0,84.25683355331421,29,0.0,221.75,0.3333333432674408,3.3209731578826904,2277.235800446,0.009093040600419044,2.901149272918701,63.58552337996662,3.75,0.0004,3.9342242867000996,0.0,9.490137878803078e-07,0.010948905109489052,0.6666666865348816,7.0,1776500697.9452293,2.1320598125457764,30
1.0,1.0,85.25578546524048,30,0.0,252.75,1.0,4.907422065734863,2356.447178622,0.011458884924650192,0.0,72.75026752101257,10.0,0.0005,3.658591384004933,0.3333333333333333,9.455032620941839e-07,0.011313868613138687,0.75,10.0,1776500777.1567392,1.4160298109054565,31
0.25,1.0,85.15065908432007,31,0.0,282.0833435058594,0.6666666865348816,2.9843101501464844,2435.140873616,0.008104514330625534,0.76171875,72.23168046493083,0.380859375,0.0003,3.12499302702429,0.3333333333333333,9.418828150443468e-07,0.01167883211678832,0.5833333730697632,1.5234375,1776500855.850302,1.3586962223052979,32
1.0,1.0,85.28529596328735,32,0.0,283.16668701171875,1.0,4.342187881469727,2511.021195894,0.007860684767365456,3.326033592224121,69.41894731600769,5.125,0.0003,3.2077677359813657,0.6666666666666666,9.381533400219317e-07,0.012043795620437956,0.9166666865348816,10.0,1776500931.730732,1.8804728984832764,33
1.0,1.0,85.35697507858276,33,0.0,254.6666717529297,0.6666666865348816,4.802994728088379,2589.077928548,0.009662633761763573,3.246129035949707,71.5154318891,4.5390625,0.0004,3.734104909596206,0.6666666666666666,9.343157572190956e-07,0.012408759124087591,0.9166666865348816,8.0,1776501009.7873316,1.8020622730255127,34
1.0,1.0,85.16540670394897,34,0.0,298.8333435058594,1.0,3.599560499191284,2670.710502031,0.007879085838794708,0.203125,75.1422332120128,0.9609375,0.0003,2.6308438179313582,0.6666666666666666,9.303710135019717e-07,0.012773722627737226,0.9166666865348816,1.0625,1776501091.4200466,1.088894009590149,35
0.75,1.0,84.71083211898804,35,0.0,270.75,1.0,2.909196376800537,2747.573718931,0.010856795124709606,4.785799503326416,70.39662366895936,2.85205078125,0.0004,6.313097041706681,0.3333333333333333,9.26320082177046e-07,0.013138686131386862,0.6666666865348816,10.0,1776501168.283166,1.890995979309082,36
0.0,1.0,84.7155179977417,36,0.3333333333333333,284.25,0.6666666865348816,3.4384765625,2823.730811608,0.011103147640824318,0.0,69.67482884088531,0.0,0.0004,2.5168020086808287,0.3333333333333333,9.221639627510075e-07,0.013503649635036497,0.5833333730697632,0.0,1776501244.44031,1.413570761680603,37
0.5,1.0,85.14767646789551,37,0.0,281.5833435058594,0.6666666865348816,4.165104389190674,2901.96492624,0.012372399680316448,5.773502349853516,71.77854687883519,5.0,0.0005,4.281200130190019,0.3333333333333333,9.179036806841351e-07,0.013868613138686132,0.6666666865348816,10.0,1776501322.6743295,2.8946826457977295,38
1.0,1.0,84.78492307662964,38,0.0,286.25,0.6666666865348816,3.7080435752868652,2982.279250992,0.013537488877773285,2.1746647357940674,73.84891786798835,8.125,0.0005,4.931242240390899,0.6666666666666666,9.135402871372808e-07,0.014233576642335766,0.75,10.0,1776501402.988627,1.1578483581542969,39
1.0,1.0,85.29160690307617,39,0.0,309.5833435058594,1.0,5.247461318969727,3059.015112713,0.010386168025434017,2.3514750003814697,70.26103747007437,3.630859375,0.0004,11.905874196472357,0.6666666666666666,9.090748587125117e-07,0.014598540145985401,0.9166666865348816,7.0,1776501479.7245479,1.2551836967468262,40
0.75,1.0,85.22597742080688,40,0.0,326.16668701171875,0.6666666865348816,3.5854086875915527,3138.163780628,0.011553670279681683,2.1209769248962402,72.69197792885825,1.644775390625,0.0005,3.789803556373533,0.6666666666666666,9.045084971874737e-07,0.014963503649635036,0.9166666865348816,4.5,1776501558.873167,1.2514690160751343,41
0.75,1.0,84.37801122665405,41,0.3333333333333333,272.5833435058594,1.0,3.2115886211395264,3217.276405916,0.01333789061754942,4.898979663848877,72.6235636761412,6.0,0.0005,4.2406194151784815,0.3333333333333333,8.998423292435453e-07,0.015328467153284672,0.5833333730697632,10.0,1776501637.9858751,1.2672336101531982,42
0.75,1.0,84.44323301315308,42,0.0,242.5,1.0,4.592187881469727,3291.937344058,0.018436897546052933,4.922313213348389,68.23806816898286,7.375,0.0007,3.489471584292255,0.0,8.950775061878452e-07,0.015693430656934307,0.75,10.0,1776501712.6467593,2.825399398803711,43
1.0,1.0,85.06006383895874,43,0.0,258.41668701171875,1.0,4.177490234375,3369.546659722,0.01368107832968235,1.2659507989883423,71.12690027197823,2.21142578125,0.0005,3.201596406914735,1.0,8.902152036691648e-07,0.016058394160583942,1.0,3.0,1776501790.2561285,0.7987892627716064,44
0.75,1.0,84.76409864425659,44,0.0,261.91668701171875,1.0,4.8900556564331055,3444.482308084,0.017878536134958267,4.7169904708862305,68.50786024192348,6.75,0.0007,4.3406869355415045,0.6666666666666666,8.852566213878946e-07,0.016423357664233577,0.9166666865348816,10.0,1776501865.1918466,1.7364575862884521,45
1.0,1.0,84.99546813964844,45,0.0,261.16668701171875,1.0,5.414706230163574,3522.029702219,0.017438339069485664,1.603629231452942,71.08074729493819,2.313232421875,0.0007,3.7426421190551484,1.0,8.802029828000155e-07,0.016788321167883213,1.0,4.0,1776501942.7391484,1.2043185234069824,46
0.75,1.0,84.48990440368652,46,0.0,256.0833435058594,1.0,5.1569013595581055,3598.461596522,0.012413349002599716,5.0,69.94087559194304,7.5,0.0005,3.345894381497981,0.6666666666666666,8.750555348152298e-07,0.017153284671532848,0.9166666865348816,10.0,1776502019.1711128,1.8908965587615967,47
1.0,1.0,84.85592889785767,47,0.0,299.41668701171875,1.0,5.42734432220459,3679.726308602,0.020122990012168884,4.1949076652526855,74.77472387300804,6.6640625,0.0008,3.754145795610623,0.6666666666666666,8.698155474893049e-07,0.017518248175182483,0.8333333730697632,10.0,1776502100.435873,1.978849172592163,48
1.0,1.0,85.36691427230835,48,0.0,276.75,1.0,3.8634767532348633,3759.545843337,0.015473677776753902,3.4654366970062256,73.33450623601675,6.255859375,0.0006,3.5970373060819303,0.6666666666666666,8.644843137107057e-07,0.017883211678832115,0.75,9.5,1776502180.255335,1.3999757766723633,49
0.5,1.0,84.96346473693848,49,0.0,307.0833435058594,0.6666666865348816,3.6852376461029053,3839.262587926,0.019674455747008324,1.9492073059082031,73.24039266793989,1.08642578125,0.0008,3.547144217722396,0.3333333333333333,8.590631488815943e-07,0.01824817518248175,0.6666666865348816,4.0,1776502259.972029,2.2198703289031982,50
1.0,1.0,84.64373826980591,50,0.0,273.75,0.6666666865348816,3.778581142425537,3918.359430567,0.026079852133989334,1.9364917278289795,72.61703359987587,7.25,0.001,3.1405358308711393,0.3333333333333333,8.535533905932737e-07,0.018613138686131386,0.75,9.0,1776502339.0689018,1.4621450901031494,51
1.0,1.0,84.78014039993286,51,0.0,291.91668701171875,1.0,4.814404487609863,3998.497754333,0.026598908007144928,2.7954509258270264,73.64933321299031,3.46142578125,0.0011,3.2226581103017526,0.6666666666666666,8.47956398296157e-07,0.01897810218978102,0.8333333730697632,7.0,1776502419.207155,2.0048251152038574,52
0.75,1.0,84.54197645187378,52,0.0,286.5833435058594,0.6666666865348816,5.212500095367432,4078.24177832,0.020633725449442863,3.0276503562927246,73.28009964711964,4.5,0.0008,4.199425931674704,0.6666666666666666,8.422735529643443e-07,0.019343065693430656,0.9166666865348816,6.5,1776502498.9512897,1.448143720626831,53
0.25,1.0,84.7478551864624,53,0.0,310.91668701171875,0.3333333432674408,2.855940580368042,4158.316731198,0.022081268951296806,4.5,73.59285760903731,2.25,0.0009,3.2526689387488523,0.3333333333333333,8.365062567548867e-07,0.01970802919708029,0.6666666865348816,9.0,1776502579.0261834,1.5770299434661865,54
0.75,1.0,85.31766176223755,54,0.0,257.5,0.3333333432674408,3.0602376461029053,4242.372237406,0.029972311109304428,3.9157800674438477,77.59227378596552,5.0,0.0012,3.712111735902209,0.0,8.306559326618259e-07,0.020072992700729927,0.5,9.0,1776502663.081713,2.0489001274108887,55
1.0,1.0,84.27839851379395,55,0.0,262.5,1.0,5.7949628829956055,4319.396770647,0.020911000669002533,2.1746647357940674,70.54819147498347,8.125,0.0008,2.7803062410196895,1.0,8.247240241650917e-07,0.020437956204379562,1.0,10.0,1776502740.1062002,0.7336069941520691,56
0.75,1.0,84.64374113082886,56,0.0,284.5833435058594,1.0,3.997591495513916,4399.02359411,0.01716502755880356,4.327720642089844,73.14208590309136,4.875,0.0007,3.124293656134395,0.3333333333333333,8.187119948743449e-07,0.020802919708029197,0.8333333730697632,10.0,1776502819.7329912,1.8419541120529175,57
1.0,1.0,84.71601343154907,57,0.0,246.25,1.0,5.088151454925537,4473.042451603,0.024746835231781006,1.5545631647109985,67.60431007295847,7.75,0.001,5.829969328998692,1.0,8.126213281678526e-07,0.021167883211678833,1.0,9.0,1776502893.7518756,0.6041287183761597,58
1.0,1.0,85.58841705322266,58,0.3333333333333333,337.0,1.0,2.8924479484558105,4555.607453533,0.02460106834769249,3.949665069580078,76.07449881499633,5.5390625,0.001,2.4001581979224818,0.3333333333333333,8.064535268264883e-07,0.021532846715328468,0.5,9.5,1776502976.3168871,1.262758731842041,59
0.5,1.0,85.25782442092896,59,0.3333333333333333,327.16668701171875,0.6666666865348816,2.5625,4642.416931358,0.023945145308971405,5.773502349853516,80.32199276494794,5.0,0.001,4.308711692696056,0.0,8.00210112662942e-07,0.021897810218978103,0.3333333432674408,10.0,1776503063.126412,1.805196762084961,60
0.25,1.0,85.39339256286621,60,0.0,324.0,0.0,2.218571186065674,4724.749371328,0.027203060686588287,4.0,75.84415814396925,2.0,0.0011,3.9185810961446856,0.0,7.938926261462365e-07,0.02226277372262774,0.3333333432674408,8.0,1776503145.458831,2.2114763259887695,61
1.0,1.0,85.58166217803955,61,0.0,318.75,1.0,4.682568550109863,4813.985930074,0.02029026299715042,2.0039024353027344,82.73173811589368,5.5625,0.0008,3.3267307810873907,0.6666666666666666,7.875026260216393e-07,0.022627737226277374,0.9166666865348816,8.5,1776503234.6953917,1.5729565620422363,62
1.0,1.0,84.97988557815552,62,0.0,260.16668701171875,0.6666666865348816,3.073698043823242,4885.0714717,0.01852683536708355,1.7123935222625732,64.63892180798575,4.0625,0.0007,4.638033778472061,0.6666666666666666,7.810416889260653e-07,0.022992700729927006,0.75,6.5,1776503305.7809103,0.9308642148971558,63
1.0,1.0,84.96858930587769,63,0.0,300.8333435058594,1.0,5.113924026489258,4962.888098398,0.032876282930374146,4.478758335113525,71.35621183202602,6.515869140625,0.0013,3.1731049055710017,0.6666666666666666,7.745114089990659e-07,0.02335766423357664,0.9166666865348816,10.0,1776503383.5975487,1.0592420101165771,64
1.0,1.0,85.57338762283325,64,0.0,271.75,0.6666666865348816,3.975651264190674,5042.215722822,0.02797899767756462,3.6142079830169678,72.85005927691236,6.875,0.0011,4.869908204329374,0.3333333333333333,7.679133974894982e-07,0.023722627737226276,0.6666666865348816,10.0,1776503462.9253068,2.506359100341797,65
0.5,1.0,84.39248943328857,65,0.3333333333333333,282.0833435058594,0.6666666865348816,2.8455729484558105,5119.373279557,0.019904961809515953,5.632864952087402,70.65551841398701,4.875,0.0008,4.427183014537462,0.3333333333333333,7.612492823579744e-07,0.02408759124087591,0.5,10.0,1776503540.082704,1.289242148399353,66
1.0,1.0,85.86117124557495,66,0.0,311.75,1.0,4.33984375,5202.867391876,0.02698141150176525,3.589388132095337,77.00376613996923,3.9140625,0.0011,3.032065944051089,0.6666666666666666,7.545207078751857e-07,0.024452554744525547,0.75,9.0,1776503623.5768297,2.029364585876465,67
0.5,1.0,84.58948993682861,67,0.0,266.3333435058594,1.0,3.1951987743377686,5277.324693887,0.033218204975128174,4.725815773010254,67.9795579588972,3.5,0.0013,3.5546462688838565,0.0,7.477293342162037e-07,0.024817518248175182,0.6666666865348816,10.0,1776503698.034109,2.064969778060913,68
1.0,1.0,85.23439121246338,68,0.0,308.91668701171875,0.6666666865348816,2.774869918823242,5355.470331825,0.022401083260774612,3.0199220180511475,71.67319589713588,4.505859375,0.0009,3.0144732736498434,0.3333333333333333,7.408768370508576e-07,0.025182481751824817,0.5833333730697632,8.0,1776503776.1799147,1.3045796155929565,69
0.5,1.0,84.88656854629517,69,0.0,278.8333435058594,1.0,4.099454879760742,5434.090984586,0.026977337896823883,1.9896456003189087,72.14861713792197,1.015869140625,0.0011,4.1878350327302245,0.6666666666666666,7.339649071302867e-07,0.025547445255474453,0.8333333730697632,4.0,1776503854.800506,1.0369820594787598,70
0.5,1.0,84.34802150726318,70,0.0,229.33334350585938,0.6666666865348816,5.460416793823242,5506.325130755,0.032077301293611526,4.75,65.79250969993882,3.625,0.0013,10.010769918013105,0.6666666666666666,7.269952498697734e-07,0.025912408759124088,0.8333333730697632,10.0,1776503927.0345914,1.262868881225586,71
1.0,1.0,84.69385051727295,71,0.0,300.5833435058594,1.0,5.100651264190674,5588.131556155,0.0294121652841568,0.0,75.31657358701341,10.0,0.0012,3.1849161437694806,0.6666666666666666,7.199695849279576e-07,0.026277372262773723,0.75,10.0,1776504008.8409514,0.7478770017623901,72
1.0,1.0,84.72390794754028,72,0.0,255.25,1.0,6.02734375,5663.236060115,0.0236591137945652,3.4134933948516846,68.6391641178634,5.5390625,0.0009,4.960332703679599,1.0,7.128896457825363e-07,0.02664233576642336,1.0,8.5,1776504083.9456415,1.3835567235946655,73
1.0,1.0,85.12168598175049,73,0.0,276.66668701171875,1.0,4.128767967224121,5739.79981424,0.032973047345876694,1.9696013927459717,70.10992447892204,1.685791015625,0.0013,4.560808630092748,1.0,7.057571793025544e-07,0.027007299270072994,1.0,4.5,1776504160.5092106,1.7280263900756836,74
0.75,1.0,85.57341766357422,74,0.0,266.66668701171875,0.6666666865348816,4.2963056564331055,5820.398640428,0.028886493295431137,1.913509726524353,74.10767844505608,2.50390625,0.0012,4.230172866196402,0.6666666666666666,6.985739453173902e-07,0.02737226277372263,0.9166666865348816,4.0,1776504241.108212,1.3026925325393677,75
0.75,1.0,84.52173709869385,75,0.0,251.9166717529297,1.0,4.491878509521484,5893.836833079,0.02406608685851097,5.0,67.005005603889,7.5,0.001,4.269201995179228,0.6666666666666666,6.913417161825449e-07,0.027737226277372264,0.9166666865348816,10.0,1776504314.5462646,2.0533998012542725,76
1.0,1.0,84.47396850585938,76,0.0,314.5833435058594,1.0,4.645833492279053,5970.369064159,0.020625224336981773,2.5,70.04540588194504,8.75,0.0008,3.6448375135238726,0.6666666666666666,6.840622763423391e-07,0.028102189781021896,0.8333333730697632,10.0,1776504391.0786355,1.3921267986297607,77
0.75,1.0,84.89278221130371,77,0.0,267.91668701171875,0.0,2.733463764190674,6048.017366254,0.036285921931266785,3.5474369525909424,71.17862032586709,3.015625,0.0015,30.33651180962811,0.0,6.767374218896286e-07,0.02846715328467153,0.6666666865348816,8.0,1776504468.7267966,1.5435909032821655,78
0.0,1.0,84.60128498077393,78,0.3333333333333333,258.91668701171875,0.3333333432674408,3.4208333492279053,6120.679021414,0.04121607542037964,0.0,66.21489646006376,0.0,0.0016,2.787324787232712,0.0,6.693689601226458e-07,0.028832116788321167,0.4166666865348816,0.0,1776504541.3885498,2.075404644012451,79
1.0,1.0,84.34801244735718,79,0.0,243.83334350585938,1.0,4.07858943939209,6195.313599288,0.041033223271369934,1.817707896232605,68.19463441311382,2.148681640625,0.0016,4.067546812111184,1.0,6.619587090990747e-07,0.029197080291970802,1.0,4.5,1776504616.0230963,1.2204053401947021,80
1.0,1.0,84.89963865280151,80,0.0,246.75,1.0,6.192317962646484,6267.526226778,0.03386354818940163,2.7742884159088135,65.7766775530763,5.12890625,0.0014,3.6574408661973865,1.0,6.545084971874736e-07,0.029562043795620437,1.0,8.5,1776504688.2356732,1.0630027055740356,81
0.75,1.0,84.87111234664917,81,0.0,296.0,1.0,5.740104675292969,6348.969384106,0.038517143577337265,4.7169904708862305,74.94327135803178,6.75,0.0015,3.7172118442729594,0.6666666666666666,6.470201626161519e-07,0.029927007299270073,0.9166666865348816,10.0,1776504769.6787462,1.432377815246582,82
1.0,1.0,84.63792705535889,82,0.0,247.0,0.6666666865348816,4.872917175292969,6423.038513609,0.02321259304881096,3.625,67.62830309197307,8.1875,0.0009,10.010651639523168,0.3333333333333333,6.394955530196147e-07,0.030291970802919708,0.6666666865348816,10.0,1776504843.7479784,2.6541666984558105,83
0.5,1.0,84.75760173797607,83,0.3333333333333333,290.0,1.0,2.3631510734558105,6504.095367724,0.03153465315699577,4.972842693328857,74.56813775096089,4.125,0.0013,2.3966238177919132,0.0,6.319365249826864e-07,0.030656934306569343,0.3333333432674408,10.0,1776504924.8048756,1.60506272315979,84
0.0,1.0,85.42547655105591,84,0.3333333333333333,343.16668701171875,1.0,3.5458333492279053,6585.123110957,0.023987233638763428,0.0,74.5668198519852,0.0,0.001,2.530157623541959,0.3333333333333333,6.243449435824276e-07,0.03102189781021898,0.5,0.0,1776505005.832583,1.3958330154418945,85
0.75,1.0,85.17517328262329,85,0.3333333333333333,259.3333435058594,1.0,4.02734375,6661.097326614,0.032299332320690155,5.079919338226318,69.49265667889267,4.6640625,0.0013,3.271752630639516,0.3333333333333333,6.167226819279527e-07,0.031386861313868614,0.5833333730697632,10.0,1776505081.8068256,1.3468432426452637,86
1.0,1.0,85.31805276870728,86,0.0,292.5833435058594,0.6666666865348816,5.145833492279053,6738.26260944,0.040072958916425705,0.25,70.69055410195142,9.875,0.0016,3.8205705779429975,0.6666666666666666,6.090716206982713e-07,0.031751824817518245,0.75,10.0,1776505158.9720762,1.5288379192352295,87
0.75,1.0,85.52645254135132,87,0.0,333.66668701171875,0.3333333432674408,3.545365810394287,6819.895472357,0.026704028248786926,4.396968841552734,75.14018371002749,5.0,0.0011,7.674006404650955,0.3333333333333333,6.013936476782561e-07,0.032116788321167884,0.75,10.0,1776505240.6050196,2.1472959518432617,88
1.0,1.0,84.94681119918823,88,0.3333333333333333,300.0,1.0,4.470833778381348,6909.880505964,0.024399936199188232,1.8874585628509521,83.50184891093522,8.625,0.001,3.4954251817538817,0.6666666666666666,5.936906572928624e-07,0.032481751824817516,0.6666666865348816,10.0,1776505330.5899343,0.6547833681106567,89
